20210622 09:00,4208600,4211400,4201600,4204100,6660804
20210622 10:00,4204200,4218900,4200800,4218700,8334755
20210622 11:00,4218800,4226300,4217600,4220200,6885072
20210622 12:00,4220500,4224800,4220500,4223000,4104839
20210622 13:00,4222900,4225350,4221300,4224200,3315985
20210622 14:00,4224100,4230200,4222300,4229200,6256438
20210622 15:00,4229300,4240000,4229100,4231100,17850020
20210623 09:00,4232000,4238000,4230700,4236400,5326900
20210623 10:00,4236400,4240400,4232700,4235800,7379334
20210623 11:00,4235800,4237100,4229200,4232900,5151582
20210623 12:00,4232900,4234600,4226900,4231450,3335292
20210623 13:00,4231700,4236000,4230700,4235700,3394358
20210623 14:00,4235600,4235650,4231900,4233700,5227971
20210623 15:00,4233700,4238200,4225100,4226000,14070724
20210624 09:00,4249300,4252810,4247200,4249200,5280983
20210624 10:00,4249300,4255300,4247300,4250000,6518959
20210624 11:00,4250100,4251900,4246200,4247700,3457313
20210624 12:00,4247900,4253300,4247650,4251900,4626178
20210624 13:00,4252000,4255300,4247700,4251400,4548097
20210624 14:00,4251300,4255500,4251100,4253900,4309027
20210624 15:00,4253900,4254200,4248600,4251000,12794007
20210625 09:00,4259600,4261100,4255500,4258400,6059981
20210625 10:00,4258400,4264800,4256250,4259000,6984116
20210625 11:00,4259100,4263600,4258600,4263180,4018846
20210625 12:00,4262900,4263800,4260850,4262700,2349400
20210625 13:00,4262900,4263200,4259550,4262500,3817349
20210625 14:00,4262500,4266200,4261500,4265400,5241725
20210625 15:00,4265500,4270900,4264200,4266100,23965242
20210628 09:00,4271300,4272400,4260200,4266900,4485490
20210628 10:00,4266900,4268700,4263500,4265000,5470640
20210628 11:00,4265000,4267900,4261590,4265200,5685091
20210628 12:00,4265400,4266400,4261700,4261800,2566229
20210628 13:00,4261900,4265150,4258900,4265000,5354879
20210628 14:00,4264950,4270000,4264800,4269200,5749246
20210628 15:00,4269300,4276500,4267600,4274700,15704074
20210629 09:00,4278700,4284000,4278600,4281600,4532656
20210629 10:00,4281700,4285600,4279400,4281500,5373032
20210629 11:00,4281700,4282500,4278500,4280000,4818486
20210629 12:00,4280100,4280900,4277800,4280100,2291792
20210629 13:00,4280200,4280700,4276400,4278700,2385528
20210629 14:00,4278700,4280600,4271500,4275300,4025744
20210629 15:00,4275400,4278100,4273100,4277000,9512650
20210630 09:00,4271800,4279500,4271800,4275550,4725296
20210630 10:00,4275600,4283150,4275200,4282000,5353178
20210630 11:00,4282200,4283750,4278000,4279650,5748791
20210630 12:00,4279700,4281800,4277300,4280100,4981339
20210630 13:00,4280050,4280950,4277900,4278900,2631711
20210630 14:00,4279000,4280400,4275900,4279200,4728630
20210630 15:00,4279400,4287600,4278800,4280600,20461629
20210701 09:00,4288800,4294850,4288000,4293300,4825380
20210701 10:00,4293400,4297300,4291100,4294800,6441137
20210701 11:00,4294900,4297100,4288600,4295400,4962250
20210701 12:00,4295500,4296500,4294100,4295000,3542541
20210701 13:00,4294950,4302090,4294300,4299150,3975446
20210701 14:00,4299200,4304100,4298300,4303900,4265475
20210701 15:00,4303800,4306000,4300500,4304300,18750840
20210702 09:00,4316700,4319200,4313300,4318100,5085358
20210702 10:00,4318200,4319700,4316100,4318900,4888006
20210702 11:00,4318900,4326100,4318400,4324500,4620878
20210702 12:00,4324500,4333000,4323400,4332700,4631764
20210702 13:00,4332700,4334800,4330300,4333100,5428509
20210702 14:00,4333100,4335700,4331800,4332600,4576946
20210702 15:00,4332600,4341000,4331950,4337200,19468378
20210706 09:00,4337500,4340100,4328600,4329900,4374145
20210706 10:00,4329500,4330400,4310000,4310100,12347784
20210706 11:00,4310200,4314600,4304500,4311550,9076857
20210706 12:00,4311400,4311400,4300100,4310300,8368608
20210706 13:00,4310300,4318100,4309300,4317400,6891311
20210706 14:00,4317400,4324400,4316700,4321100,5807131
20210706 15:00,4321100,4334500,4320650,4329300,14726128
20210707 09:00,4337200,4341900,4333900,4337200,6041031
20210707 10:00,4337600,4338300,4315200,4326600,11508400
20210707 11:00,4326400,4341600,4322850,4337850,8992293
20210707 12:00,4337850,4344500,4337700,4340300,4736645
20210707 13:00,4340500,4342200,4336200,4338600,4699547
20210707 14:00,4338900,4347500,4337400,4344800,7754134
20210707 15:00,4344800,4347600,4341000,4344600,14155738
20210708 09:00,4287400,4295800,4276100,4294500,14343381
20210708 10:00,4294500,4294600,4275250,4281400,15637773
20210708 11:00,4281500,4311000,4279800,4309200,11416242
20210708 12:00,4309100,4317300,4306450,4315600,6619879
20210708 13:00,4315500,4316300,4308600,4309800,5749115
20210708 14:00,4309900,4310400,4298300,4302700,7002949
20210708 15:00,4302300,4309600,4291450,4309200,24912538
20210709 09:00,4325600,4336400,4323100,4335850,6704098
20210709 10:00,4335800,4344400,4335800,4340800,9536727
20210709 11:00,4340900,4352200,4340900,4347000,7781702
20210709 12:00,4347400,4350800,4345900,4348300,5303876
20210709 13:00,4348300,4350050,4346100,4349700,4031197
20210709 14:00,4349700,4356600,4349600,4355700,4908486
20210709 15:00,4355900,4358000,4353000,4355200,23220826
20210712 09:00,4354800,4359350,4349700,4359300,5223691
20210712 10:00,4359500,4367400,4356300,4366200,6371531
20210712 11:00,4366400,4366550,4360700,4365900,5046771
20210712 12:00,4365900,4367300,4363800,4365300,2857586
20210712 13:00,4365300,4368000,4364100,4365600,2400357
20210712 14:00,4365600,4370990,4365250,4368800,7254481
20210712 15:00,4368700,4373300,4367500,4370800,14804716
20210713 09:00,4362100,4371200,4362100,4368000,6319796
20210713 10:00,4368200,4374800,4365600,4369100,5997366
